PID,seed_id,zoo_id,zoo_type,test_id,test_type,response,prims
31,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[8, 2, 5, 3]"
38,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[8, 2, 5, 3]"
35,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[8, 2, 5, 3]"
9,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[8, 2, 5, 3]"
37,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[7, 3, 5, 4]"
45,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[7, 3, 5, 4]"
41,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[7, 3, 5, 4]"
30,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[8, 2, 5, 3]"
23,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[7, 3, 5, 4]"
10,3,25,"['AB1+0', 'AB1+0', 'AB1+0']",3,AB1+0,1,"[1, 3, 2, 6]"
4,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 4, 1, 3]"
40,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
1,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
21,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
8,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
2,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 3, 5, 4]"
7,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
0,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
33,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
39,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 3, 5, 7]"
24,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 4, 1, 3]"
3,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 3, 5, 7]"
22,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 4, 1, 3]"
34,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 4, 1, 3]"
29,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 3, 5, 4]"
12,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 3, 5, 7]"
32,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,0,"[7, 4, 1, 3]"
14,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,0,"[8, 3, 5, 7]"
28,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 4, 1, 3]"
16,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 3, 5, 7]"
5,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 3, 5, 7]"
25,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 3, 5, 7]"
31,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
38,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
35,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
9,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
37,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 3, 5, 4]"
45,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 3, 5, 4]"
41,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 3, 5, 4]"
30,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[8, 2, 5, 3]"
23,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[7, 3, 5, 4]"
10,3,25,"['AB1+0', 'AB1+0', 'AB1+0']",4,AB1+90,1,"[1, 3, 2, 6]"
4,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 4, 1, 3]"
40,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
1,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
21,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
8,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
2,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 3, 5, 4]"
7,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
0,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
33,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
39,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 3, 5, 7]"
24,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 4, 1, 3]"
3,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 3, 5, 7]"
22,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 4, 1, 3]"
34,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 4, 1, 3]"
29,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 3, 5, 4]"
12,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,0,"[8, 3, 5, 7]"
32,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,0,"[7, 4, 1, 3]"
14,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,0,"[8, 3, 5, 7]"
28,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 4, 1, 3]"
16,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 3, 5, 7]"
5,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,0,"[8, 3, 5, 7]"
25,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 3, 5, 7]"
31,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
38,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
35,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
9,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
37,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 3, 5, 4]"
45,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 3, 5, 4]"
41,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 3, 5, 4]"
30,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[8, 2, 5, 3]"
23,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[7, 3, 5, 4]"
10,3,25,"['AB1+0', 'AB1+0', 'AB1+0']",5,AB1+270,1,"[1, 3, 2, 6]"
4,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 4, 1, 3]"
40,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,0,"[8, 2, 5, 3]"
1,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
21,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
8,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
2,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 3, 5, 4]"
7,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
0,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
33,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
39,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 3, 5, 7]"
24,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 4, 1, 3]"
3,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,0,"[8, 3, 5, 7]"
22,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 4, 1, 3]"
34,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 4, 1, 3]"
29,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 3, 5, 4]"
12,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,0,"[8, 3, 5, 7]"
32,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,0,"[7, 4, 1, 3]"
14,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,0,"[8, 3, 5, 7]"
28,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 4, 1, 3]"
16,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,0,"[8, 3, 5, 7]"
5,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,0,"[8, 3, 5, 7]"
25,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 3, 5, 7]"
31,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
38,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
35,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
9,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,0,"[8, 2, 5, 3]"
37,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 3, 5, 4]"
45,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 3, 5, 4]"
41,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 3, 5, 4]"
30,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[8, 2, 5, 3]"
23,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,1,"[7, 3, 5, 4]"
10,3,25,"['AB1+0', 'AB1+0', 'AB1+0']",6,AB2+0,0,"[1, 3, 2, 6]"
4,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[7, 4, 1, 3]"
40,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[8, 2, 5, 3]"
1,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
21,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
8,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
2,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 3, 5, 4]"
7,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
0,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
33,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
39,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 3, 5, 7]"
24,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 4, 1, 3]"
3,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[8, 3, 5, 7]"
22,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 4, 1, 3]"
34,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 4, 1, 3]"
29,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 3, 5, 4]"
12,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[8, 3, 5, 7]"
32,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[7, 4, 1, 3]"
14,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[8, 3, 5, 7]"
28,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 4, 1, 3]"
16,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[8, 3, 5, 7]"
5,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[8, 3, 5, 7]"
25,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 3, 5, 7]"
31,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
38,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
35,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
9,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[8, 2, 5, 3]"
37,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 3, 5, 4]"
45,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 3, 5, 4]"
41,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 3, 5, 4]"
30,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[8, 2, 5, 3]"
23,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,1,"[7, 3, 5, 4]"
10,3,25,"['AB1+0', 'AB1+0', 'AB1+0']",7,AB3+0,0,"[1, 3, 2, 6]"
4,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 4, 1, 3]"
40,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
1,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,1,"[8, 2, 5, 3]"
21,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
8,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,1,"[8, 2, 5, 3]"
2,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 3, 5, 4]"
7,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
0,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
33,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
39,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,1,"[8, 3, 5, 7]"
24,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 4, 1, 3]"
3,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 3, 5, 7]"
22,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 4, 1, 3]"
34,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,1,"[7, 4, 1, 3]"
29,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 3, 5, 4]"
12,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 3, 5, 7]"
32,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 4, 1, 3]"
14,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 3, 5, 7]"
28,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 4, 1, 3]"
16,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 3, 5, 7]"
5,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 3, 5, 7]"
25,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 3, 5, 7]"
31,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
38,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
35,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
9,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
37,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 3, 5, 4]"
45,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,1,"[7, 3, 5, 4]"
41,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 3, 5, 4]"
30,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[8, 2, 5, 3]"
23,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[7, 3, 5, 4]"
10,3,25,"['AB1+0', 'AB1+0', 'AB1+0']",8,AA1+0,0,"[1, 3, 2, 6]"
4,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 4, 1, 3]"
40,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
1,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,1,"[8, 2, 5, 3]"
21,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
8,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,1,"[8, 2, 5, 3]"
2,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 3, 5, 4]"
7,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
0,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
33,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
39,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 3, 5, 7]"
24,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 4, 1, 3]"
3,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 3, 5, 7]"
22,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 4, 1, 3]"
34,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,1,"[7, 4, 1, 3]"
29,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 3, 5, 4]"
12,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 3, 5, 7]"
32,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 4, 1, 3]"
14,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 3, 5, 7]"
28,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 4, 1, 3]"
16,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 3, 5, 7]"
5,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 3, 5, 7]"
25,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 3, 5, 7]"
31,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
38,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
35,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
9,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
37,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 3, 5, 4]"
45,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,1,"[7, 3, 5, 4]"
41,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 3, 5, 4]"
30,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[8, 2, 5, 3]"
23,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[7, 3, 5, 4]"
10,3,25,"['AB1+0', 'AB1+0', 'AB1+0']",9,BB1+0,0,"[1, 3, 2, 6]"
4,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 4, 1, 3]"
40,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
1,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
21,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
8,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
2,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 3, 5, 4]"
7,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
0,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
33,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
39,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 3, 5, 7]"
24,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 4, 1, 3]"
3,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 3, 5, 7]"
22,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 4, 1, 3]"
34,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 4, 1, 3]"
29,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 3, 5, 4]"
12,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 3, 5, 7]"
32,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 4, 1, 3]"
14,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 3, 5, 7]"
28,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 4, 1, 3]"
16,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 3, 5, 7]"
5,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 3, 5, 7]"
25,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 3, 5, 7]"
31,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
38,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
35,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
9,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
37,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 3, 5, 4]"
45,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 3, 5, 4]"
41,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 3, 5, 4]"
30,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[8, 2, 5, 3]"
23,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[7, 3, 5, 4]"
10,3,25,"['AB1+0', 'AB1+0', 'AB1+0']",10,AC1+0,0,"[1, 3, 2, 6]"
4,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[7, 4, 1, 3]"
40,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[8, 2, 5, 3]"
1,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[8, 2, 5, 3]"
21,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[8, 2, 5, 3]"
8,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[8, 2, 5, 3]"
2,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[7, 3, 5, 4]"
7,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[8, 2, 5, 3]"
0,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[8, 2, 5, 3]"
33,2,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[8, 2, 5, 3]"
39,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,1,"[8, 3, 5, 7]"
24,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,1,"[7, 4, 1, 3]"
3,0,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[8, 3, 5, 7]"
22,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[7, 4, 1, 3]"
34,4,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[7, 4, 1, 3]"
29,1,25,"['AB1+0', 'AB1+0', 'AB1+0']",11,AD1+0,0,"[7, 3, 5, 4]"
